qid,bus_stop,coordinate_location,country,countryLabel,countryLabel,coordinate_location,country1,country_id
http://www.wikidata.org/entity/Q10859273,"Brno, Hotel Grand",Point(16.6144953 49.1934533),http://www.wikidata.org/entity/Q213,Czech Republic,Czech Republic,Point(16.0 50.0),Česko,cz
http://www.wikidata.org/entity/Q10889896,Siu Hong Station (South) Public Transport Interchange,Point(113.978494 22.410233),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q10892459,Pat Heung Road Bus Terminus,Point(114.06411944 22.42148333),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q10917805,Meitetsu Bus Center,Point(136.88416667 35.16852778),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q10924999,Sihui Transportation Hub,Point(116.49662 39.907491),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q10928611,Hang Hau (North) Public Transport Interchange,Point(114.26918 22.3178),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q10928906,Ping Shek Public Transport Interchange,Point(114.21006 22.33406),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q10937323,Tai Mei Tuk Public Transport Interchange,Point(114.23295 22.47226),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q10954439,Fu Tai Public Transport Interchange,Point(113.98259 22.41312),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q10993817,El Monte Bus Station,Point(-118.043 34.0717),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q11038376,Star Ferry Public Transport Interchange,Point(114.16898 22.29418),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q11043676,Tuen Mun Road Bus-Bus Interchange,Point(114.01666667 22.36194444),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q11063630,LOHAS Park Station Public Transport Interchange,Point(114.267677 22.295461),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q11082995,New Bridge Road Bus Terminal,Point(103.837 1.27833),http://www.wikidata.org/entity/Q334,Singapore,Singapore,Point(103.8 1.3),Singapore,sg
http://www.wikidata.org/entity/Q11083386,San Tin Public Transport Interchange,Point(114.08192 22.50308),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q11122675,Sunny Bay Public Transport Interchange,Point(114.02846 22.33275),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q11176554,Wong Nai Tau Public Transport Interchange,Point(114.21773 22.38224),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q11267407,Incheon Bus Terminal,Point(126.701481 37.441678),http://www.wikidata.org/entity/Q884,South Korea,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q11450722,Awa-Shirahama Bus Terminal,Point(139.896028 34.907794),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q11695369,Rataje bus station in Poznań,Point(16.9497 52.3969),http://www.wikidata.org/entity/Q36,Poland,Poland,Point(19.0 52.0),Polska,pl
http://www.wikidata.org/entity/Q11886108,Oulu Bus Station,Point(25.485 65.01),http://www.wikidata.org/entity/Q33,Finland,Finland,Point(27.0 65.0),Suomi / Finland,fi
http://www.wikidata.org/entity/Q11896303,Tampere Bus Station,Point(23.76922627 61.493585048),http://www.wikidata.org/entity/Q33,Finland,Finland,Point(27.0 65.0),Suomi / Finland,fi
http://www.wikidata.org/entity/Q1190614,Port Authority Bus Terminal,Point(-73.991111111 40.756666666),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q12039517,"Bus station Praha, Na Knížecí",Point(14.4044 50.0686),http://www.wikidata.org/entity/Q213,Czech Republic,Czech Republic,Point(16.0 50.0),Česko,cz
http://www.wikidata.org/entity/Q12061414,Lymington bus station,Point(-1.54083 50.7581),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q12064001,Newport bus station (Isle of Wight),Point(-1.294 50.698),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q12069221,Skipton bus station,Point(-2.01904 53.9595),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q12072622,Weehawken Port Imperial,Point(-74.0129 40.7759),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q12173631,Yalta Bus Terminal,Point(34.17152778 44.5125),http://www.wikidata.org/entity/Q159,Russia,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q12258249,Vitoria bus station,Point(-2.685025 42.858872222),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12300335,Aarhus Rutebilstation,Point(10.2087 56.1518),http://www.wikidata.org/entity/Q35,Denmark,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q12310931,Faaborg Banegård,Point(10.2453 55.0938),http://www.wikidata.org/entity/Q35,Denmark,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q12521001,Arjosari bus station,Point(112.658066 -7.933225),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12521002,Blok M bus station,Point(106.8017891 -6.2436177),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12584532,Gokseong Bus Terminal,Point(127.294064 35.278906),http://www.wikidata.org/entity/Q884,South Korea,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q12598814,Busan West Bus Terminal,Point(128.981132538 35.163117558),http://www.wikidata.org/entity/Q884,South Korea,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q12599006,Bucheon Terminal Sopoong,Point(126.756635 37.504126),http://www.wikidata.org/entity/Q884,South Korea,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q12605713,Anseong Bus Terminal,Point(127.293646 37.01221),http://www.wikidata.org/entity/Q884,South Korea,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q126110,Greyhound Bus Terminal,Point(-77.0275 38.90055556),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q12618340,Jinju Express Bus Terminal,Point(128.093005 35.17863),http://www.wikidata.org/entity/Q884,South Korea,South Korea,Point(128.0 36.0),대한민국,kr
http://www.wikidata.org/entity/Q12660017,Kaunus bus station,Point(23.928333 54.889444),http://www.wikidata.org/entity/Q37,Lithuania,Lithuania,Point(24.0 55.2),Lietuva,lt
http://www.wikidata.org/entity/Q12660017,Kaunus bus station,Point(23.9282 54.8896),http://www.wikidata.org/entity/Q37,Lithuania,Lithuania,Point(24.0 55.2),Lietuva,lt
http://www.wikidata.org/entity/Q12661989,Kėdainiai Coach Station,Point(23.9577 55.277),http://www.wikidata.org/entity/Q37,Lithuania,Lithuania,Point(24.0 55.2),Lietuva,lt
http://www.wikidata.org/entity/Q1281103,Brisbane Transit Centre,Point(153.019 -27.4661),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q12987115,Mattuthavani Bus Terminus,Point(78.15604 9.943912),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q13164435,Lok Ma Chau Spur Line Public Transport Interchange,Point(114.066611 22.515278),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q13633243,Curtin University bus station,Point(115.897 -32.006),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q14590085,Bratislava Central Bus Station,Point(17.1271 48.1472),http://www.wikidata.org/entity/Q214,Slovakia,Slovakia,Point(20.0 49.0),Slovensko,sk
http://www.wikidata.org/entity/Q14680769,Veterans Way/College Avenue,Point(-111.936 33.426),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q14681891,Eastridge Transit Center,Point(-121.810935 37.327922),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q14681935,Emeryville station,Point(-122.292477 37.840682),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q14684254,West Los Angeles Transit Center,Point(-118.369 34.0355),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q14686023,Lynx Central Station,Point(-81.3809 28.5485),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q14714969,Kane Street station,Point(-72.7086 41.7509),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q14874267,Jurong East Bus Interchange,Point(103.742 1.335),http://www.wikidata.org/entity/Q334,Singapore,Singapore,Point(103.8 1.3),Singapore,sg
http://www.wikidata.org/entity/Q14875247,Laurier Station (OC Transpo),Point(-75.6868 45.4242),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q14875299,Millennium Station (OC Transpo),Point(-75.4481 45.4664),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q14935477,Loganholme bus station,Point(153.16916667 -27.65722222),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q14935560,South Bank busway station,Point(153.02222222 -27.48091667),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q14935565,Surfers Paradise Transit Centre,Point(153.427 -28.0029),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q14935586,UQ Lakes busway station,Point(153.018 -27.4979),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q14935793,Elizabeth Quay Bus Station,Point(115.85465 -31.9562),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q14935841,Kwinana Bus Station,Point(115.8125 -32.2462),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q1494168,Gare d'autocars de Montréal,Point(-73.563549 45.516858),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q15093782,Brommaplan,Point(17.93805556 59.33833333),http://www.wikidata.org/entity/Q34,Sweden,Sweden,Point(15.0 61.0),Sverige,se
http://www.wikidata.org/entity/Q15177909,Aberdare bus station,Point(-3.44194444 51.71305556),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15204960,Broadway bus terminus,Point(80.2838 13.0874),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q15209406,Chenjiaping Bus Station,Point(106.48691667 29.52538889),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15209551,Chesterfield coach station,Point(-1.42893 53.23409),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15213830,Dewsbury bus station,Point(-1.631 53.69),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15223565,Hemsworth bus station,Point(-1.35307 53.61274),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15223924,High Wycombe Eden bus station,Point(-0.7561 51.6314),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15235446,Kempegowda Bus Station,Point(77.57259722 12.97679167),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q15238422,Kifissos Bus Terminal,Point(23.69931 37.997769),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q15241286,Lahore General Bus Stand,Point(74.3175 31.59305556),http://www.wikidata.org/entity/Q843,Pakistan,Pakistan,Point(71.0 30.0),پاکستان,pk
http://www.wikidata.org/entity/Q15242378,Lincoln Transport Hub,Point(-0.5375 53.2273),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15253174,Merthyr Tydfil bus station,Point(-3.38 51.746),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15254258,Mohakhali Bus Terminal,Point(90.40136111 23.77295278),http://www.wikidata.org/entity/Q902,Bangladesh,Bangladesh,Point(89.866667 24.016667),বাংলাদেশ,bd
http://www.wikidata.org/entity/Q15262600,Norwich Bus Station,Point(1.2929 52.6243),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q15266128,Phibbs Exchange,Point(-123.02861111 49.30555556),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q15603706,Nynäshamn railway station,Point(17.9508 58.9008),http://www.wikidata.org/entity/Q34,Sweden,Sweden,Point(15.0 61.0),Sverige,se
http://www.wikidata.org/entity/Q15688742,Vilnius bus station,Point(25.2822 54.6706),http://www.wikidata.org/entity/Q37,Lithuania,Lithuania,Point(24.0 55.2),Lietuva,lt
http://www.wikidata.org/entity/Q15713782,Zentraler Omnibusbahnhof Magdeburg,Point(11.624479 52.131324),http://www.wikidata.org/entity/Q183,Germany,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q15873616,Busstation Elandsgracht,Point(4.877125 52.369067),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q15882305,Gulpen station,Point(5.89501 50.8154),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q15903606,Sai Kung Public Transport Interchange,Point(114.27392 22.38215),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15905754,Diamond Hill Station Public Transport Interchange,Point(114.202 22.3407),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15909473,Wu Kai Sha Station Public Transport Interchange,Point(114.2435 22.42836),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15912019,"Taichung Transfer Station, Ubus",Point(120.62236111 24.17911111),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q15912217,Taipei West Bus Station Terminal A,Point(121.51448333 25.04718333),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q15914018,Mei Tin Estate Public Transport Interchange,Point(114.1706 22.37627),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15915445,Sha Tin Station Public Transport Interchange,Point(114.18798 22.38344),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q15916318,Shek Pai Wan Estate Public Transport Interchange,Point(114.15719 22.24972),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
