qid,Beach 1,coordinate_location,country,countryLabel,countryLabel,coordinate_location,country1,country_id
http://www.wikidata.org/entity/Q101115347,Issáhašgáddi,Point(25.50047 69.46658),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101115418,Buhttet,Point(23.63718 69.42416),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101115529,Siffargárggu,Point(25.68601 69.43844),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101115531,Doaresgárggu,Point(24.54883 69.36098),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101115648,Forfáŋgár,Point(28.76624 70.12994),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101115684,Sáttogáddi,Point(23.09188 68.92403),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101115861,Reašši,Point(22.53896 70.11381),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101115904,Njuorjogárgu,Point(20.00775 69.36089),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101117093,Njiđgogáddi,Point(28.57306 70.16767),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101117112,Bajitsátku,Point(24.2406 69.3799),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101117509,Sállanriddu,Point(29.75171 69.75666),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101120432,Hándalriddu,Point(28.57939 70.17385),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101122654,Hellalandet,Point(22.26003 70.18999),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101124958,Girkonuorri,Point(27.99846 70.07554),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101129197,Hávdegáddi,Point(22.94564 68.95112),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101131198,Fálisgeađgi,Point(28.10843 70.09016),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101132392,Silliplana,Point(21.97148 69.73876),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101136393,Stuorračievra,Point(28.79831 70.08884),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101136903,Girkogárggu,Point(27.99406 70.07686),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101136935,Ruođugáddi,Point(25.07922 70.34207),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101137098,Goaskingáddi,Point(23.52364 70.28222),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101139097,Lauttauspaikka,Point(20.36847 69.31523),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101139593,Issátgárggu,Point(28.10706 70.08956),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101155129,Dálvvetgáddi,Point(25.67002 69.44151),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101155167,Ahonlauttauspaikka,Point(20.39056 69.30616),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101160547,Rahpariddu,Point(27.82706 70.44841),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101162972,Gárggu,Point(27.12239 70.67279),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101171288,Ruossagárggu,Point(28.20876 70.15603),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101171310,Čuvčče,Point(23.47979 70.32119),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101172244,Dákkosáttu,Point(29.10505 70.05),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101172837,Vuorregáddi,Point(20.30215 69.64902),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101173792,Resiranta,Point(21.19006 69.87538),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101186592,Giddegárgot,Point(28.07305 70.07911),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101189029,Peđargárggu,Point(25.51911 69.4646),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101189996,Irvi,Point(20.35504 69.51566),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101190448,Ráigállu,Point(23.4352 70.31838),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101192353,Uhcagáttáš,Point(25.80706 69.42722),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101192370,Bodnjelásis,Point(26.17942 69.76927),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101193654,Giettáid,Point(29.1686 70.12198),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101193812,Riddu,Point(21.71228 70.00066),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101220771,Karralgárggu,Point(25.67697 69.43679),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101220813,Gárdnjá,Point(23.50064 70.31835),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101222202,Duhkku,Point(23.28959 70.29699),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101222569,Sáttogárgu,Point(19.9548 69.31526),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101223239,Karistranda,Point(17.48228 68.45339),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101225128,Njoaskásj,Point(16.44235 67.82673),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101227928,Bearjjagáldu,Point(24.97912 70.24173),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101228503,Jaakonkari,Point(25.43663 70.35803),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101228766,Buolbmátsátku,Point(28.01272 70.07116),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101229008,Gárggoš,Point(25.51771 69.46717),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101229160,Doarrobasgárggu,Point(25.74434 69.29173),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101229622,Hállagáddi,Point(16.44069 67.9543),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101229623,Geassegárggu,Point(28.11846 70.09398),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101229910,Ráššegárgu,Point(20.15643 69.44369),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101229956,Stuorrajáhgáddi,Point(24.95976 70.23646),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101230490,Bálkáđga,Point(28.40817 70.48688),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101230828,Gollegoivvut,Point(27.13556 69.93364),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101231494,Tangasenrässi,Point(22.11226 69.75312),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101231691,Dorvogárggu,Point(25.8301 69.40328),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101232779,Lállá,Point(25.95149 69.70616),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101233876,Reašši,Point(22.07118 70.12632),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101234529,Skávhlegáddi,Point(17.17785 68.71818),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101252249,Pleasant Valley Beach,Point(-80.086912 40.941658),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q101414887,Pahtaranta,Point(24.91589 70.01043),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101415438,Jávregáddi,Point(19.39088 69.38677),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101416533,Gonagasgáddi,Point(25.79375 69.44062),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101416536,Háldegáddi,Point(25.33161 69.44122),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101416610,Suonju,Point(23.32385 70.34192),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101416693,Nivstereašši,Point(19.99795 69.31066),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101417186,Rijdagádde,Point(16.37701 67.95429),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101417196,Nannegáddi,Point(23.47865 70.34411),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101418015,Selgošgáddi,Point(24.00298 70.53207),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101418914,Várevuoligáddi,Point(17.20442 68.61194),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101418932,Njallavárriddu,Point(27.97292 70.09051),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101419583,Suhppengárggu,Point(25.40679 69.45443),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101419618,Miellegáddi,Point(22.7984 69.10171),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101419759,Biehtarašgárggu,Point(25.40018 69.44771),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101420003,Rohtogáddi,Point(23.36376 70.17692),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101420006,Jiellegáddi,Point(20.7603 69.52417),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101420190,Holgagáddi,Point(25.72773 69.43775),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101420321,Guovddelis-Bælgga,Point(16.42557 67.92424),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101425584,Ittugáddi,Point(20.34328 69.94716),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101425608,Skoglandet,Point(23.36138 70.17701),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101426019,Čoalbmeriddu,Point(28.92724 70.06811),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101426135,Sieiddájohgárggu,Point(28.19719 70.19806),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101427950,Guhkesjávvregáddi,Point(23.06853 69.91119),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101427993,Bákteriddu,Point(28.19752 70.20593),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101427999,Oallejotgáddi,Point(23.10913 69.93029),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101428182,Giedderiddu,Point(27.88769 70.08637),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101428573,Coagangáddi,Point(21.392 70.16043),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101429561,Xialiao Beach,Point(121.651972222 25.21825),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q101429621,Dawulun Beach,Point(121.707027777 25.165472222),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q101429711,Mystery Beach,Point(121.795861111 24.424472222),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q101429717,Cijin Beach,Point(120.267805555 22.609),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q101429810,Govdasavvongáddi,Point(23.7239 69.47779),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101430146,New Moon Beach,Point(120.942722222 24.866861111),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q101430163,Chongde Beach,Point(121.661333333 24.190194444),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q101430187,Heren Beach,Point(121.708416666 24.233888888),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q101430287,Nuortalašgavva,Point(28.89209 70.14586),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101432991,Hedeguohpsátku,Point(28.20903 70.16331),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101433985,Pierasáttu,Point(29.13864 70.02376),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q101472053,Beach 1,Point(-124.363436 47.572906),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q101566638,Redwood Creek Beach,Point(-124.092819 41.285939),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q1018677,Rabac,Point(14.161666666 45.078055555),http://www.wikidata.org/entity/Q224,Croatia,Croatia,Point(15.466667 45.25),Hrvatska,hr
http://www.wikidata.org/entity/Q1021024,Bürgerablage,Point(13.2114 52.585),http://www.wikidata.org/entity/Q183,Germany,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q1021670,Laganas,Point(20.82694444 37.70583333),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q1021670,Laganas,Point(20.86942196 37.72434481),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q102309044,Sharm al-Luli,Point(35.117455 24.613078),http://www.wikidata.org/entity/Q79,Egypt,Egypt,Point(29.0 27.0),مصر,eg
http://www.wikidata.org/entity/Q1026131,Cala Agulla,Point(3.45277778 39.72277778),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1026140,Cala Fornells,Point(2.4377 39.5319),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1026141,Cala Ginepro,Point(9.793625 40.447992),http://www.wikidata.org/entity/Q38,Italy,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q1026150,Arenal de Son Servera,Point(3.38583333 39.60194444),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1026151,Platja de Sant Llorenç,Point(3.38472222 39.5975),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1026154,Cala Mitjana,Point(3.97267 39.9344),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1026167,Cala Vadella,Point(1.22388889 38.91305556),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
